dataset,type,name,ratio,l1,l2,l3
bcc_NbV,alloy,Nb20V108,1.000165523402174,12.187803820581324,12.188735412103382,12.189821187334736
bcc_NbV,alloy,Nb24V104,1.0011747430908622,12.239807330939044,12.225445573219194,12.236649377372611
bcc_NbV,alloy,Nb28V100,1.0006390646546173,12.276272315891365,12.283072608140998,12.275227943834723
bcc_NbV,alloy,Nb32V96,1.0008612019164,12.329757591452635,12.319148317313347,12.319541389803303
bcc_NbV,alloy,Nb36V92,1.002337107138284,12.352197342816398,12.381065751399788,12.368034040141147
bcc_NbV,alloy,Nb40V88,1.0006242400678367,12.404128530325814,12.411871684361039,12.408614591204298
bcc_NbV,alloy,Nb44V84,1.0015869584976786,12.462710888103844,12.44296441998124,12.448080705060676
bcc_NbV,alloy,Nb48V80,1.0031762897599215,12.512037312743715,12.488745341230729,12.472421288722916
bcc_NbV,alloy,Nb4V124,1.0003048526410083,12.007549425478565,12.00389000790728,12.007262193407033
bcc_NbV,alloy,Nb52V76,1.0012148544609258,12.539857753498103,12.536905524911651,12.524642136127527
bcc_NbV,alloy,Nb56V72,1.000685016653615,12.57964165606797,12.571030290965561,12.572886709577409
bcc_NbV,alloy,Nb60V68,1.001424277428873,12.622331524270466,12.621865293338427,12.604379391198629
bcc_NbV,alloy,Nb64V64,1.001753289455224,12.656721533030328,12.644376191330053,12.666545442774195
bcc_NbV,alloy,Nb68V60,1.0008219279931885,12.699741123072023,12.694713735198079,12.689311422799337
bcc_NbV,alloy,Nb72V56,1.0017749708483663,12.727318570795786,12.749263009503114,12.726673534981845
bcc_NbV,alloy,Nb76V52,1.000275643694027,12.772931792462675,12.77221142887614,12.77573200841529
bcc_NbV,alloy,Nb80V48,1.001526939304354,12.821962770803305,12.802933142145458,12.80241426127714
bcc_NbV,alloy,Nb84V44,1.0007741675409012,12.849907213525137,12.839966927903308,12.840415542043123
bcc_NbV,alloy,Nb88V40,1.0006198063006324,12.883773152150658,12.88492432906366,12.876943118585874
