x_elem2,fe_raw_meVatom,offset_stage1_meVatom,fe_stage1_meVatom,shift_stage2_meVatom,fe_final_meVatom
0.78125000,-8.43524933,-82.46701413,74.03176480,41.86971664,115.90148144
0.78125000,-11.65962219,-82.46701413,70.80739194,41.86971664,112.67710858
0.78125000,-24.33204651,-82.46701413,58.13496762,41.86971664,100.00468426
0.78125000,-17.76218414,-82.46701413,64.70482999,41.86971664,106.57454663
0.78125000,-9.88769531,-82.46701413,72.57931882,41.86971664,114.44903546
0.78125000,-10.32257080,-82.46701413,72.14444333,41.86971664,114.01415997
0.78125000,-16.92485809,-82.46701413,65.54215604,41.86971664,107.41187268
0.78125000,-20.33519745,-82.46701413,62.13181668,41.86971664,104.00153332
0.78125000,-14.60838318,-82.46701413,67.85863095,41.86971664,109.72834759
0.78125000,-15.36655426,-82.46701413,67.10045987,41.86971664,108.97017651
0.78125000,-17.16995239,-82.46701413,65.29706174,41.86971664,107.16677838
0.78125000,-16.63970947,-82.46701413,65.82730466,41.86971664,107.69702130
0.78125000,-28.56636047,-82.46701413,53.90065366,41.86971664,95.77037029
0.78125000,-15.20252228,-82.46701413,67.26449185,41.86971664,109.13420849
0.78125000,-22.32742310,-82.46701413,60.13959103,41.86971664,102.00930767
0.78125000,-15.04135132,-82.46701413,67.42566281,41.86971664,109.29537945
0.78125000,-16.97635651,-82.46701413,65.49065762,41.86971664,107.36037426
0.78125000,-19.55509186,-82.46701413,62.91192227,41.86971664,104.78163891
0.78125000,-20.07198334,-82.46701413,62.39503079,41.86971664,104.26474743
0.78125000,-11.35158539,-82.46701413,71.11542874,41.86971664,112.98514538
0.78125000,-20.96080780,-82.46701413,61.50620633,41.86971664,103.37592297
0.78125000,-17.66777039,-82.46701413,64.79924374,41.86971664,106.66896038
0.78125000,-10.49709320,-82.46701413,71.96992093,41.86971664,113.83963757
0.78125000,-20.09105682,-82.46701413,62.37595731,41.86971664,104.24567394
0.78125000,-19.74868774,-82.46701413,62.71832639,41.86971664,104.58804302
0.78125000,-14.76478577,-82.46701413,67.70222836,41.86971664,109.57194500
0.78125000,-22.99308777,-82.46701413,59.47392636,41.86971664,101.34364300
0.78125000,-23.01692963,-82.46701413,59.45008450,41.86971664,101.31980114
0.78125000,-19.02198792,-82.46701413,63.44502622,41.86971664,105.31474285
0.78125000,-14.84298706,-82.46701413,67.62402707,41.86971664,109.49374371
0.78125000,-19.45781708,-82.46701413,63.00919705,41.86971664,104.87891369
0.78125000,-16.14284515,-82.46701413,66.32416898,41.86971664,108.19388561
0.78125000,-15.09857178,-82.46701413,67.36844235,41.86971664,109.23815899
0.78125000,-15.12050629,-82.46701413,67.34650784,41.86971664,109.21622448
0.78125000,-17.05169678,-82.46701413,65.41531735,41.86971664,107.28503399
0.78125000,-16.44802094,-82.46701413,66.01899320,41.86971664,107.88870983
0.78125000,-22.60780334,-82.46701413,59.85921079,41.86971664,101.72892742
0.78125000,-16.44611359,-82.46701413,66.02090054,41.86971664,107.89061718
0.78125000,-18.68629456,-82.46701413,63.78071957,41.86971664,105.65043621
0.78125000,-21.19159698,-82.46701413,61.27541715,41.86971664,103.14513378
0.78125000,-5.29003143,-82.46701413,77.17698270,41.86971664,119.04669934
0.78125000,-16.81900024,-82.46701413,65.64801389,41.86971664,107.51773052
0.78125000,-18.19896698,-82.46701413,64.26804715,41.86971664,106.13776379
0.78125000,-20.60508728,-82.46701413,61.86192685,41.86971664,103.73164349
0.78125000,-17.37308502,-82.46701413,65.09392911,41.86971664,106.96364575
0.78125000,-19.98615265,-82.46701413,62.48086148,41.86971664,104.35057812
0.78125000,-22.22156525,-82.46701413,60.24544888,41.86971664,102.11516552
0.78125000,-9.72557068,-82.46701413,72.74144345,41.86971664,114.61116009
0.78125000,-23.69499207,-82.46701413,58.77202206,41.86971664,100.64173870
0.78125000,-20.45345306,-82.46701413,62.01356107,41.86971664,103.88327770
0.78125000,-16.41750336,-82.46701413,66.04951077,41.86971664,107.91922741
0.78125000,-17.26818085,-82.46701413,65.19883328,41.86971664,107.06854992
0.78125000,-17.91191101,-82.46701413,64.55510312,41.86971664,106.42481976
0.78125000,-25.71964264,-82.46701413,56.74737149,41.86971664,98.61708813
0.78125000,-17.73643494,-82.46701413,64.73057919,41.86971664,106.60029583
0.78125000,-19.69623566,-82.46701413,62.77077847,41.86971664,104.64049511
0.78125000,-16.64543152,-82.46701413,65.82158261,41.86971664,107.69129925
0.78125000,-12.90702820,-82.46701413,69.55998593,41.86971664,111.42970257
0.78125000,-26.56936646,-82.46701413,55.89764768,41.86971664,97.76736431
0.78125000,-8.31604004,-82.46701413,74.15097409,41.86971664,116.02069073
0.78125000,-19.56844330,-82.46701413,62.89857083,41.86971664,104.76828747
0.78125000,-20.72525024,-82.46701413,61.74176389,41.86971664,103.61148052
0.78125000,-11.10839844,-82.46701413,71.35861569,41.86971664,113.22833233
0.78125000,-18.68820190,-82.46701413,63.77881223,41.86971664,105.64852886
0.78125000,-18.74065399,-82.46701413,63.72636014,41.86971664,105.59607678
0.78125000,-16.17813110,-82.46701413,66.28888303,41.86971664,108.15859966
0.78125000,-14.46437836,-82.46701413,68.00263577,41.86971664,109.87235241
0.78125000,-15.32649994,-82.46701413,67.14051419,41.86971664,109.01023083
0.78125000,-19.40822601,-82.46701413,63.05878812,41.86971664,104.92850476
0.78125000,-16.92390442,-82.46701413,65.54310971,41.86971664,107.41282635
0.81250000,-22.80616760,-82.71455820,59.90839059,41.21614618,101.12453678
0.81250000,-23.87142181,-82.71455820,58.84313638,41.21614618,100.05928256
0.81250000,-26.92031860,-82.71455820,55.79423959,41.21614618,97.01038577
0.81250000,-23.68736267,-82.71455820,59.02719553,41.21614618,100.24334171
0.81250000,-26.75628662,-82.71455820,55.95827157,41.21614618,97.17441776
0.81250000,-27.26364136,-82.71455820,55.45091684,41.21614618,96.66706302
0.81250000,-28.03039551,-82.71455820,54.68416269,41.21614618,95.90030887
0.81250000,-25.50029755,-82.71455820,57.21426065,41.21614618,98.43040683
0.81250000,-27.75478363,-82.71455820,54.95977457,41.21614618,96.17592075
0.81250000,-26.87740326,-82.71455820,55.83715494,41.21614618,97.05330112
0.81250000,-27.35614777,-82.71455820,55.35841043,41.21614618,96.57455661
0.81250000,-26.15356445,-82.71455820,56.56099374,41.21614618,97.77713993
0.81250000,-26.37577057,-82.71455820,56.33878763,41.21614618,97.55493381
0.81250000,-31.90517426,-82.71455820,50.80938394,41.21614618,92.02553012
0.81250000,-32.74536133,-82.71455820,49.96919687,41.21614618,91.18534305
0.81250000,-29.27398682,-82.71455820,53.44057138,41.21614618,94.65671756
