x_elem2,fe_raw_meVatom,offset_stage1_meVatom,fe_stage1_meVatom,shift_stage2_meVatom,fe_final_meVatom
0.87500000,-52.32954025,-84.88008919,32.55054893,33.16579944,65.71634837
0.87500000,-57.37543106,-84.88008919,27.50465813,33.16579944,60.67045756
0.87500000,-57.67107010,-84.88008919,27.20901909,33.16579944,60.37481853
0.87500000,-55.96303940,-84.88008919,28.91704979,33.16579944,62.08284923
0.87500000,-56.25677109,-84.88008919,28.62331810,33.16579944,61.78911754
0.87500000,-54.20732498,-84.88008919,30.67276420,33.16579944,63.83856364
0.87500000,-54.89397049,-84.88008919,29.98611870,33.16579944,63.15191814
0.90625000,-69.65780258,-89.00662843,19.34882585,33.32555170,52.67437754
0.90625000,-68.31693649,-89.00662843,20.68969194,33.32555170,54.01524363
0.90625000,-68.81093979,-89.00662843,20.19568864,33.32555170,53.52124034
0.90625000,-70.74975967,-89.00662843,18.25686876,33.32555170,51.58242045
0.90625000,-69.60916519,-89.00662843,19.39746324,33.32555170,52.72301493
0.90625000,-68.95017624,-89.00662843,20.05645219,33.32555170,53.38200389
0.90625000,-70.14036179,-89.00662843,18.86626664,33.32555170,52.19181834
0.90625000,-69.64731216,-89.00662843,19.35931626,33.32555170,52.68486796
0.90625000,-68.84050369,-89.00662843,20.16612474,33.32555170,53.49167643
0.90625000,-71.53081894,-89.00662843,17.47580949,33.32555170,50.80136119
0.90625000,-74.06473160,-89.00662843,14.94189683,33.32555170,48.26744853
0.90625000,-75.46758652,-89.00662843,13.53904191,33.32555170,46.86459361
0.90625000,-72.39675522,-89.00662843,16.60987321,33.32555170,49.93542491
0.90625000,-74.04661179,-89.00662843,14.96001664,33.32555170,48.28556834
0.90625000,-71.22468948,-89.00662843,17.78193895,33.32555170,51.10749064
0.90625000,-74.42235947,-89.00662843,14.58426896,33.32555170,47.90982066
0.90625000,-73.87208939,-89.00662843,15.13453904,33.32555170,48.46009074
0.90625000,-72.70956039,-89.00662843,16.29706803,33.32555170,49.62261973
0.90625000,-70.11842728,-89.00662843,18.88820115,33.32555170,52.21375285
0.90625000,-68.83859634,-89.00662843,20.16803209,33.32555170,53.49358378
0.90625000,-73.90928268,-89.00662843,15.09734574,33.32555170,48.42289744
0.90625000,-68.97687912,-89.00662843,20.02974931,33.32555170,53.35530101
0.90625000,-71.78449631,-89.00662843,17.22213212,33.32555170,50.54768382
0.90625000,-69.57292557,-89.00662843,19.43370286,33.32555170,52.75925456
0.90625000,-74.30124283,-89.00662843,14.70538560,33.32555170,48.03093730
0.90625000,-69.81992722,-89.00662843,19.18670121,33.32555170,52.51225291
0.90625000,-69.58818436,-89.00662843,19.41844407,33.32555170,52.74399577
0.90625000,-70.73545456,-89.00662843,18.27117387,33.32555170,51.59672557
0.90625000,-70.10030746,-89.00662843,18.90632096,33.32555170,52.23187266
0.90625000,-70.91283798,-89.00662843,18.09379045,33.32555170,51.41934214
0.90625000,-69.52619553,-89.00662843,19.48043290,33.32555170,52.80598460
0.90625000,-72.63708115,-89.00662843,16.36954728,33.32555170,49.69509898
0.90625000,-71.45929337,-89.00662843,17.54733506,33.32555170,50.87288676
0.90625000,-72.87836075,-89.00662843,16.12826768,33.32555170,49.45381938
0.90625000,-70.60956955,-89.00662843,18.39705888,33.32555170,51.72261058
0.90625000,-75.34933090,-89.00662843,13.65729753,33.32555170,46.98284922
0.90625000,-69.37074661,-89.00662843,19.63588182,33.32555170,52.96143351
0.90625000,-70.50848007,-89.00662843,18.49814836,33.32555170,51.82370005
0.90625000,-70.94812393,-89.00662843,18.05850450,33.32555170,51.38405619
0.90625000,-68.78614426,-89.00662843,20.22048417,33.32555170,53.54603587
0.90625000,-66.69282913,-89.00662843,22.31379930,33.32555170,55.63935099
0.90625000,-76.39265060,-89.00662843,12.61397782,33.32555170,45.93952952
0.90625000,-74.59878922,-89.00662843,14.40783921,33.32555170,47.73339091
0.90625000,-69.19050217,-89.00662843,19.81612626,33.32555170,53.14167796
0.90625000,-69.19431686,-89.00662843,19.81231157,33.32555170,53.13786326
0.90625000,-72.96133041,-89.00662843,16.04529802,33.32555170,49.37084971
0.90625000,-69.69404221,-89.00662843,19.31258622,33.32555170,52.63813792
0.90625000,-63.90142441,-89.00662843,25.10520402,33.32555170,58.43075572
0.90625000,-74.53012466,-89.00662843,14.47650376,33.32555170,47.80205546
0.90625000,-72.56555557,-89.00662843,16.44107286,33.32555170,49.76662455
0.90625000,-69.75889206,-89.00662843,19.24773637,33.32555170,52.57328807
0.90625000,-69.30685043,-89.00662843,19.69977800,33.32555170,53.02532969
0.90625000,-69.59199905,-89.00662843,19.41462938,33.32555170,52.74018107
0.90625000,-71.54417038,-89.00662843,17.46245805,33.32555170,50.78800975
0.90625000,-71.58231735,-89.00662843,17.42431108,33.32555170,50.74986277
0.90625000,-72.74866104,-89.00662843,16.25796739,33.32555170,49.58351909
0.93750000,-94.24924850,-93.13316767,-1.11608083,33.48530396,32.36922312
0.93750000,-90.64149857,-93.13316767,2.49166911,33.48530396,35.97697306
0.93750000,-93.65415573,-93.13316767,-0.52098806,33.48530396,32.96431590
0.93750000,-92.03481674,-93.13316767,1.09835093,33.48530396,34.58365489
0.93750000,-93.52731705,-93.13316767,-0.39414938,33.48530396,33.09115458
0.93750000,-89.58673477,-93.13316767,3.54643290,33.48530396,37.03173686
0.93750000,-94.18725967,-93.13316767,-1.05409200,33.48530396,32.43121195
0.93750000,-93.80960464,-93.13316767,-0.67643697,33.48530396,32.80886698
0.93750000,-93.63317490,-93.13316767,-0.50000722,33.48530396,32.98529673
0.93750000,-90.26575089,-93.13316767,2.86741679,33.48530396,36.35272074
0.93750000,-94.34652328,-93.13316767,-1.21335561,33.48530396,32.27194834
0.93750000,-90.33727646,-93.13316767,2.79589121,33.48530396,36.28119517
0.93750000,-94.16913986,-93.13316767,-1.03597219,33.48530396,32.44933177
0.93750000,-92.20933914,-93.13316767,0.92382853,33.48530396,34.40913249
0.93750000,-93.52540970,-93.13316767,-0.39224203,33.48530396,33.09306193
0.93750000,-93.63317490,-93.13316767,-0.50000722,33.48530396,32.98529673
0.93750000,-86.05623245,-93.13316767,7.07693522,33.48530396,40.56223917
0.93750000,-94.91300583,-93.13316767,-1.77983816,33.48530396,31.70546580
0.93750000,-94.60973740,-93.13316767,-1.47656972,33.48530396,32.00873423
0.93750000,-94.96641159,-93.13316767,-1.83324392,33.48530396,31.65206004
0.93750000,-93.88303757,-93.13316767,-0.74986990,33.48530396,32.73543406
0.93750000,-93.36233139,-93.13316767,-0.22916372,33.48530396,33.25614024
0.93750000,-93.52827072,-93.13316767,-0.39510305,33.48530396,33.09020091
0.93750000,-93.48154068,-93.13316767,-0.34837301,33.48530396,33.13693095
0.93750000,-92.90933609,-93.13316767,0.22383158,33.48530396,33.70913554
0.93750000,-89.24818039,-93.13316767,3.88498728,33.48530396,37.37029124
0.93750000,-94.41804886,-93.13316767,-1.28488119,33.48530396,32.20042277
0.93750000,-88.46712112,-93.13316767,4.66604655,33.48530396,38.15135050
0.93750000,-93.99652481,-93.13316767,-0.86335714,33.48530396,32.62194682
0.93750000,-93.86396408,-93.13316767,-0.73079641,33.48530396,32.75450755
0.93750000,-89.96820450,-93.13316767,3.16496317,33.48530396,36.65026713
0.93750000,-94.34175491,-93.13316767,-1.20858724,33.48530396,32.27671671
0.93750000,-94.13671494,-93.13316767,-1.00354726,33.48530396,32.48175669
0.93750000,-94.29025650,-93.13316767,-1.15708883,33.48530396,32.32821513
0.93750000,-91.38441086,-93.13316767,1.74875681,33.48530396,35.23406077
0.93750000,-92.00334549,-93.13316767,1.12982218,33.48530396,34.61512614
0.93750000,-93.89066696,-93.13316767,-0.75749929,33.48530396,32.72780467
0.93750000,-94.45142746,-93.13316767,-1.31825979,33.48530396,32.16704417
0.93750000,-94.68603134,-93.13316767,-1.55286367,33.48530396,31.93244029
0.93750000,-89.64300156,-93.13316767,3.49016612,33.48530396,36.97547007
0.93750000,-91.01247787,-93.13316767,2.12068980,33.48530396,35.60599375
0.93750000,-93.26124191,-93.13316767,-0.12807424,33.48530396,33.35722971
0.93750000,-94.12431717,-93.13316767,-0.99114950,33.48530396,32.49415446
0.93750000,-90.49558640,-93.13316767,2.63758128,33.48530396,36.12288523
0.93750000,-93.94598007,-93.13316767,-0.81281240,33.48530396,32.67249156
0.93750000,-91.74585342,-93.13316767,1.38731425,33.48530396,34.87261820
0.93750000,-89.35308456,-93.13316767,3.78008311,33.48530396,37.26538706
0.93750000,-89.79558945,-93.13316767,3.33757822,33.48530396,36.82288218
0.93750000,-94.24352646,-93.13316767,-1.11035879,33.48530396,32.37494517
0.93750000,-93.47581863,-93.13316767,-0.34265096,33.48530396,33.14265299
0.93750000,-86.54832840,-93.13316767,6.58483927,33.48530396,40.07014323
0.93750000,-92.13209152,-93.13316767,1.00107615,33.48530396,34.48638011
0.93750000,-93.36805344,-93.13316767,-0.23488576,33.48530396,33.25041819
0.93750000,-93.43194962,-93.13316767,-0.29878194,33.48530396,33.18652201
0.93750000,-87.13483810,-93.13316767,5.99832957,33.48530396,39.48363352
0.96875000,-110.50605774,-97.25970691,-13.24635082,33.64505621,20.39870539
0.96875000,-110.59188843,-97.25970691,-13.33218151,33.64505621,20.31287470
0.96875000,-117.05780029,-97.25970691,-19.79809338,33.64505621,13.84696284
0.96875000,-116.64581299,-97.25970691,-19.38610607,33.64505621,14.25895014
0.96875000,-117.21801758,-97.25970691,-19.95831066,33.64505621,13.68674555
0.96875000,-116.56951904,-97.25970691,-19.30981213,33.64505621,14.33524409
0.96875000,-117.14363098,-97.25970691,-19.88392407,33.64505621,13.76113215
0.96875000,-117.20657349,-97.25970691,-19.94686657,33.64505621,13.69818964
0.96875000,-116.56379700,-97.25970691,-19.30409008,33.64505621,14.34096613
0.96875000,-107.01656342,-97.25970691,-9.75685650,33.64505621,23.88819971
0.96875000,-107.43236542,-97.25970691,-10.17265850,33.64505621,23.47239771
0.96875000,-116.78123474,-97.25970691,-19.52152783,33.64505621,14.12352839
0.96875000,-116.98722839,-97.25970691,-19.72752148,33.64505621,13.91753473
0.96875000,-116.85752869,-97.25970691,-19.59782177,33.64505621,14.04723444
0.96875000,-117.16842651,-97.25970691,-19.90871960,33.64505621,13.73633661
0.96875000,-96.63009644,-97.25970691,0.62961048,33.64505621,34.27466669
0.96875000,-108.84475708,-97.25970691,-11.58505017,33.64505621,22.06000605
0.96875000,-110.55183411,-97.25970691,-13.29212719,33.64505621,20.35292902
0.96875000,-101.61304474,-97.25970691,-4.35333782,33.64505621,29.29171839
