x_elem2,fe_raw_meVatom,offset_meVatom,fe_offset_corrected_meVatom
0.81250000,-23.94962311,-82.71455820,58.76493509
0.81250000,-19.37389374,-82.71455820,63.34066446
0.81250000,-30.27439117,-82.71455820,52.44016702
0.81250000,-20.97034454,-82.71455820,61.74421365
0.81250000,-30.48419952,-82.71455820,52.23035867
0.84375000,-44.15702820,-82.96210226,38.80507406
0.84375000,-36.88526154,-82.96210226,46.07684073
0.84375000,-36.26823425,-82.96210226,46.69386801
0.84375000,-29.31308746,-82.96210226,53.64901480
0.84375000,-34.77668762,-82.96210226,48.18541464
0.84375000,-40.13919830,-82.96210226,42.82290396
0.84375000,-44.21234131,-82.96210226,38.74976095
0.84375000,-44.04544830,-82.96210226,38.91665396
0.84375000,-37.65678406,-82.96210226,45.30531820
0.84375000,-33.22982788,-82.96210226,49.73227438
0.84375000,-35.98499298,-82.96210226,46.97710928
0.84375000,-38.40255737,-82.96210226,44.55954489
0.84375000,-44.88086700,-82.96210226,38.08123526
0.84375000,-42.81902313,-82.96210226,40.14307913
0.84375000,-43.09558868,-82.96210226,39.86651358
0.84375000,-43.67160797,-82.96210226,39.29049429
0.84375000,-40.15636444,-82.96210226,42.80573782
0.84375000,-39.57748413,-82.96210226,43.38461813
0.84375000,-35.77041626,-82.96210226,47.19168600
0.84375000,-44.21138763,-82.96210226,38.75071463
0.84375000,-41.48960114,-82.96210226,41.47250113
0.84375000,-44.63958740,-82.96210226,38.32251486
0.84375000,-39.80064392,-82.96210226,43.16145834
0.84375000,-38.71154785,-82.96210226,44.25055441
0.84375000,-40.38810730,-82.96210226,42.57399496
0.84375000,-43.62678528,-82.96210226,39.33531698
0.84375000,-38.32530975,-82.96210226,44.63679251
0.84375000,-33.19644928,-82.96210226,49.76565298
0.84375000,-44.27337646,-82.96210226,38.68872580
0.84375000,-41.40949249,-82.96210226,41.55260977
0.84375000,-39.18075562,-82.96210226,43.78134665
0.84375000,-41.14913940,-82.96210226,41.81296286
0.84375000,-42.69790649,-82.96210226,40.26419577
0.84375000,-34.96646881,-82.96210226,47.99563345
0.84375000,-33.92410278,-82.96210226,49.03799948
0.84375000,-33.98132324,-82.96210226,48.98077902
0.84375000,-39.17217255,-82.96210226,43.78992972
0.84375000,-46.09489441,-82.96210226,36.86720785
0.84375000,-32.51552582,-82.96210226,50.44657644
0.84375000,-40.39669037,-82.96210226,42.56541189
0.84375000,-34.34562683,-82.96210226,48.61647543
0.84375000,-37.70923615,-82.96210226,45.25286612
0.84375000,-38.66481781,-82.96210226,44.29728445
0.84375000,-38.40351105,-82.96210226,44.55859121
0.84375000,-40.57216644,-82.96210226,42.38993582
0.84375000,-41.39614105,-82.96210226,41.56596121
0.84375000,-38.39969635,-82.96210226,44.56240591
0.84375000,-46.69094086,-82.96210226,36.27116141
0.84375000,-36.87858582,-82.96210226,46.08351645
0.84375000,-41.84436798,-82.96210226,41.11773428
0.84375000,-44.56520081,-82.96210226,38.39690146
0.84375000,-33.13255310,-82.96210226,49.82954916
0.84375000,-46.49734497,-82.96210226,36.46475729
0.84375000,-37.95528412,-82.96210226,45.00681814
0.84375000,-43.50376129,-82.96210226,39.45834097
0.84375000,-45.72772980,-82.96210226,37.23437246
0.84375000,-41.23878479,-82.96210226,41.72331747
0.84375000,-34.48486328,-82.96210226,48.47723898
0.84375000,-41.86820984,-82.96210226,41.09389242
0.84375000,-41.45431519,-82.96210226,41.50778708
0.84375000,-41.61930084,-82.96210226,41.34280142
0.84375000,-41.08619690,-82.96210226,41.87590536
0.84375000,-44.62051392,-82.96210226,38.34158835
0.84375000,-37.50610352,-82.96210226,45.45599875
0.84375000,-42.54627228,-82.96210226,40.41582998
0.84375000,-39.65568542,-82.96210226,43.30641684
0.84375000,-36.37027740,-82.96210226,46.59182486
0.84375000,-38.56658936,-82.96210226,44.39551291
0.84375000,-39.91699219,-82.96210226,43.04511007
0.84375000,-31.90231323,-82.96210226,51.05978903
0.84375000,-36.34929657,-82.96210226,46.61280569
0.84375000,-40.07530212,-82.96210226,42.88680014
0.84375000,-35.08090973,-82.96210226,47.88119253
0.84375000,-34.73091125,-82.96210226,48.23119101
